  000044.08001   0070.1151       069.9311   0000070.9658     0028.080841
     49.231809 066.708725    061.757933   0001.965627       38.2624584
  079.623009   032.78341 000015.6624     14.641912     41.6081628
      0014.2648984    0002.270149       000017.04159       055.3469008      29.600176
      56.08845437    00063.2992      0051.58281 000080.8381  00020.388
80.998806  053.73846   0014.386194      061.950138     0053.79274
     53.5264609      0053.8804  0000003.8167     00037.523     000088.311
    029.8835      004.11213705   0074.496269       76.06992194     062.32248019
   000042.6517    052.99818066   89.257045   72.26468799  02.27789
    000091.76009     00001.2376 0.3260126471       99.78625883  0021.25482
     74.91414    0050.69054   000043.032       073.3336       18.65695637
   000018.94  82.1660166   00088.84599 00055.5725   0011.946932
023.65951    21.03747374  57.6013557    31.062583     97.97280562
    00096.403      0098.181   014.789652       00065.05429      00045.054
      022.030243     00046.5667     0029.4410246       000009.06525     0059.9840394
      69.41568     0031.9783992       81.096685  27.227484    047.21893345
    049.4629947      70.23255873  00008.216  0000030.842    0000029.2613
 022.783633    00099.0587 59.360328 81.0541788     0082.47772
     54.55360391     000060.91    00039.0481 17.778318 65.148525
      5.2104935  54.12616151      00043.0097    0000079.111    15.0019347
000033.031       49.97435   055.335647  00006.68346     000014.943
     94.55943299   00029.2983     77.70103394 0032.153029   045.6537669
   0043.9828052      00089.47906       000007.9083      00094.076 73.257244
   0097.450665 38.81667322   00083.589       00020.0964    0062.9776478
   0073.4296777     62.6026382       00068.6702  86.0382904    29.631476
     056.47205 001.96509646    00067.007     89.9613827   71.515968
  22.68814892   6.3341369  52.727886   068.0724399      000050.9801
  006.77701      048.38336721       51.14532259    30.39876145   30.244273
0054.4975  000082.5506     000015.4408     00071.669287    050.9083103
027.8431179      000024.5353     065.5011     002.2918      6.178928861
    00035.45592      11.93644     0000072.4587  0069.371745   0042.6227108
   00062.493       00022.843661   0000050.3309  0039.6067415       0000055.9052
     64.9564708      044.94233701   0000088.9762 0000019.4888      0094.8678223
  54.43915981 82.70247936   0076.808   028.09921805   64.36321913
     47.80172089    25.85462988      28.70314   0028.154 00000074.157
 68.77588996       042.90696844      028.4831422   0094.67066    0073.881
   09.39783  034.0744 0046.301382    00000023.115    7.375067941
   00005.58777       17.32965151 067.92764  00077.5831   00010.0898
    064.66437     00051.1027       53.21761742       0000038.3473       59.1685654
  00004.42071       00066.12       053.310928     00056.054774 0063.394196
     028.1732       0000004.744  89.91904762    00012.002     000044.0882
  000057.30534   71.29406044 000016.15942     00029.954589    96.9539411
  000046.4293    00000044.936     00000021.203 000040.15907      000064.17946
   0000072.312  00073.6083  000033.749      12.308943 87.35899445
      00043.3478       036.68270497   054.5548     00000016.731 33.4112243
      000013.8201   46.8949052       0083.6059225  68.932105 033.616403
      058.06483903   000080.2908    71.0289674       0021.6522415    44.627137
0050.7626466    057.590497     000076.2296  000046.00367       00073.016
    0049.6923     18.160916   06.40846513 9.31165167   91.60656975
     48.6383373      0095.227     42.009144   40.3330809   00032.49672
007.4118799   24.916339   79.21696466  0000028.737     0000024.211
   0048.5031    00000065.728 00010.332751  0.1415815676    06.559682512
      0075.7021  000060.475    046.5868 0049.36271     50.89088822
   00071.8452   47.88916786       00086.6997       65.55101295  071.77403
    00097.4316    00000095.716 78.18569166    084.10263     051.606808
     8.831388745    00039.53872  0030.663    0079.9693989    12.10229433
      00064.119139    0011.8709      00088.913      0
