82.07383	28.48100	46.13439	46.29584	11.94416	
22.05737	49.62300	20.33325	78.60300	65.45036	
 9.49151	45.41488	79.08500	45.44315	72.87239	
18.63100	63.44212	21.38760	 9.68536	33.60536	
57.20800	58.89010	 1.22635	20.98852	99.98760	
83.66200	17.39330	36.40382	70.06340	60.21820	
 6.07161	 2.18638	84.84048	75.45496	72.73896	
37.11177	53.27540	82.79500	92.60500	70.90700	
14.97880	59.18513	19.35691	86.84844	57.12251	
99.19500	95.84433	88.99800	37.48011	 6.79193	
70.17100	32.39400	95.14159	 7.09572	25.54454	
47.79185	15.54256	15.36620	75.71727	36.05200	
21.49249	64.16714	49.22018	29.67500	66.97957	
33.94194	24.81378	21.31092	13.33561	32.26630	
 7.35203	86.18555	57.36500	45.24531	 6.78811	
 6.96774	61.57614	58.74506	20.09304	30.47130	
16.92679	90.29030	39.05853	96.33205	43.02705	
31.66189	81.29985	20.26534	46.02574	56.45940	
71.08509	77.41264	44.89640	 3.47020	96.52449	
32.41118	82.64420	83.26447	23.75226	 1.65291	
14.74478	81.39454	 9.65278	99.49345	34.78475	
30.32349	71.93118	99.27197	34.64560	40.85563	
21.66939	59.25598	58.50393	23.84349	93.77360	
91.65784	84.65200	43.51600	 1.09893	88.96164	
14.14286	 9.49380	62.54392	64.85774	29.78117	
11.21371	85.78981	28.93200	44.33713	39.78332	
51.97564	21.67831	 0.67431	34.05666	 7.19412	
67.03405	81.47759	55.81860	95.59605	45.56780	
71.87021	11.63540	87.85020	37.06300	28.33322	
63.43860	 6.01905	19.66400	83.05325	47.16300	
15.19050	50.59220	46.98761	14.81850	11.28630	
79.05550	47.37165	31.74400	13.00440	65.19748	
86.99590	13.29281	67.00101	50.33411	65.87843	
90.41324	43.17920	61.19744	50.56615	98.42435	
36.52916	63.20460	88.84047	 7.47161	59.14664	
13.55524	62.76393	74.21000	17.73326	77.65809	
59.01275	25.63500	 8.55465	96.81122	12.70527	
93.65324	71.72098	26.34261	62.17900	29.75181	
86.40818	91.12494	32.38890	79.63876	60.99321	
 9.68228	19.89500	93.98220	78.42336	76.03737	
51.74052	22.14340	41.13000	30.72754	94.34841	
 4.67244	33.28158	 8.19955	16.01000	 8.28636	
35.62729	20.97499	53.44105	14.38818	99.09068	
68.58415	63.81320	91.47410	57.02511	26.28492	
32.74332	40.25888	28.72400	12.54357	 5.10450	
 1.34009	33.53900	24.58190	90.00993	 5.35036	
19.59200	44.13604	44.07542	66.95680	10.77800	
79.28556	10.89030	24.42316	65.27292	78.98690	
 2.72194	66.50400	33.78963	73.58414	21.35071	
70.23334	84.99805	11.33900	66.62300	88.01980	
43.77430	87.74441	16.71200	50.13850	 8.91086	
71.46444	84.52311	67.82675	11.97300	 7.12587	
33.77077	51.23324	31.21218	98.64980	56.92450	
73.88793	22.28415	83.90850	25.63540	38.03617	
85.32288	27.22630	81.16946	45.28400	10.01156	
 5.15096	33.34300	 5.45020	11.75161	19.44800	
57.91027	53.65458	89.86400	32.47348	79.52800	
46.90106	11.89752	35.60870	24.40300	20.79423	
83.66055	58.31600	85.50785	68.61750	68.75571	
72.53600	65.78228	76.52310	 2.13187	94.85758	
66.85400	64.14778	98.14700	75.03600	29.68597	
75.27735	76.56921	14.97900	 4.14431	 5.51321	
13.71465	95.84500	28.56360	61.93835	89.04529	
34.31007	95.60270	71.74294	34.94240	28.64300	
34.98502	45.47548	18.28384	34.60450	79.78490	
75.53030	17.17764	64.24007	92.87954	52.88823	
94.24130	83.46780	44.85780	30.91920	61.51207	
12.91641	58.65149	45.14193	66.21360	12.43530	
82.88800	77.89480	53.56064	51.87053	 7.61601	
42.34431	72.65798	19.89565	41.79290	98.35384	
49.66800	58.84400	74.98301	12.08956	84.79900	
77.90550	29.76038	96.15500	41.18900	14.54723	
28.24277	31.30600	11.79381	76.83860	86.99800	
45.14760	58.49101	62.04201	 6.81840	47.35354	
45.60053	62.66850	31.17000	12.92553	62.33621	
14.52681	 9.35887	69.22546	64.45663	23.93153	
75.94145	 7.60238	31.96266	48.76600	61.46182	
96.62600	 7.43374	40.34200	11.72300	38.65648	
48.15830	 5.55735	98.67452	75.29420	11.73547	
99.65000	22.55380	36.75230	86.15920	89.24324	
49.83140	20.03025	60.66580	55.34100	58.61500	
47.57134	11.45550	22.94680	78.03902	90.93026	
45.95500	24.60620	84.79506	 0.30990	75.88020	
56.48819	79.58061	76.52782	42.26796	 4.68165	
73.41889	12.39800	71.09616	88.80314	29.15262	
27.02970	51.09600	81.23286	28.70290	 2.98641	
51.75617	53.16029	72.38508	99.91066	87.97045	
 6.45210	72.26409	82.13411	 6.63291	15.73307	
60.62000	57.27755	65.41387	55.06018	 7.28571	
95.18906	74.42500	98.81892	95.32700	64.81000	
57.13490	83.69110	60.23713	52.50609	 6.41812	
83.90423	56.96110	16.02290	88.57610	69.18282	
32.71719	13.51680	63.04290	33.25077	65.27580	
 8.56703	33.86891	48.46505	29.75965	82.46508	
92.65779	94.24967	94.59413	84.69900	91.71213	
90.63215	33.81502	59.34084	67.24143	86.94502	
62.90171	78.01497	36.18800	81.29465	 6.22411	
97.21860	44.56927	96.54900	68.98392	25.42600	
 2.93410	21.27432	81.19220	50.54600	77.00460	
59.26524	34.03412	24.51593	64.70550	21.13290	
