0082.0738339,     00028.481,046.134392, 46.2958407,     0011.9441638
    0022.057371,   000049.623,      0020.3332535,  0000078.603,   065.450358
     000009.49151,      45.4148849,      00079.085,    45.4431494,  72.8723913
    00000018.631, 63.442115,   0000021.3876, 09.685363263, 0033.605363
      00000057.208,     058.8901,     001.22634501, 020.9885244,    0099.9876
   00083.662,0000017.3933,      0036.403817,   0000070.0634,     0000060.2182
6.071607, 02.186378,   084.84048,     000075.45496,  72.73896271
   0037.111767,     0000053.2754,   0082.795, 0092.605,   000070.907
   000014.9788, 59.18513,   19.356912, 0086.84844, 57.1225144
00000099.195,  95.84432654,00000088.998, 037.48011, 0006.791931
      0070.171,   0032.394,     095.141591,007.095719, 25.544541
     47.79185033, 00015.542561, 0015.3662049,075.71727,     00036.052
     000021.49249,    0064.1671367,49.22017751,      0000029.675,    66.9795668
  033.941939,     24.8137763, 0021.3109192,    0013.3356111,  000032.2663
     00007.352035,86.1855548,    0000057.365,      0045.2453062,     0006.7881069
   006.96774, 61.576144,  058.745064,      20.0930354,  00030.4713
16.92679,      90.2903003,      0039.05853,96.33205,043.02705
  0031.66189,      00081.299847,      20.2653445,    0046.025744,   056.4594
     00071.085093,   77.4126352,0000044.8964,      00003.4702,96.5244862
    32.411175,0000082.6442,  83.26447203,    23.7522586, 01.6529102
   00014.74478,   00081.394535,      00009.65278,      99.49345123, 034.78475
 30.32349,71.93118,    99.27196886,    0034.6456,    040.855635
      0021.66939,    0059.25598,     58.503925, 23.8434892,  00093.7736
 091.65784,     0084.652,     00043.516,     1.098927485,     088.9616427
0014.14286,      000009.4938,000062.54392,     00064.85774,29.781172
      00011.21371, 85.78980568,  000028.932, 0044.337131,     039.78331937
51.975636, 00021.678306,     0000.67431,      34.0566602,    0007.1941208
    000067.03405,081.47758743,0055.8186,95.59604613,   0045.5678
     0071.87021,   011.6354,     087.8501964,      00037.063,  0028.33322
     63.4386039,   06.01905, 0019.664,0083.05325,    00047.163
     00015.1905,  0050.5921953,      46.987611,  00014.8185,     0000011.2863
  000079.0555, 47.3716465,     00000031.744, 13.0043971,     0065.197477
      0086.9959017, 013.29280879,   67.00101091, 50.3341123,   65.8784278
    090.413239, 0043.1792,     61.197442,   0050.56615, 98.42434734
     36.5291622,     00063.204601, 088.8404731, 007.47161,059.1466382
  13.55524356,      62.76393,    000000074.21, 17.73325746, 00077.658088
  59.01274705, 0025.635,  8.55465397,96.81121834,    12.70527
      093.653237,71.72098,    000026.34261,   00000062.179,      00029.75181
 0086.40818,   91.1249396,  32.3888952,79.63875512, 000060.99321
   9.6822794,    0019.895,   00093.9822,      00078.42336,      076.037366
51.740519,    0022.1433989, 00000041.13,  30.7275387,     94.34840537
    4.672435651,     33.2815783,   08.1995503,     000000016.01,   8.28635641
   35.62728956,     20.9749884,   53.44105323,  014.388182,   0099.090676
   68.5841542,    00063.8132,91.47410209, 57.02510966,  0026.2849219
  32.7433183, 40.258879,    0028.724,  012.5435718,     00005.1045
    1.340092523,    000033.539,    024.5819,90.009934,   05.3503602
  0019.592,00044.136042,   44.07542,      66.95680255,   0000010.778
     79.28555899,   000010.8903,0024.42316,     0065.2729186,00078.9869
    00002.72194,     000066.504, 00033.78963, 00073.584143,      21.3507128
70.233339, 0084.99805,      00011.339,0000066.623,      0088.0198
      043.774295,87.74440652,  000016.712,0000050.1385,  8.9108597
      00071.464439,   0084.523107,   67.82674588,  00000011.973,07.1258672
 33.7707692, 51.2332445,     0031.2121779,     000098.6498,   0056.9245
     73.8879339,      0022.28415,   0083.9085,    0025.6354,038.03617
   085.32287791, 0027.2263,      081.169459,   0000045.284,   10.0115579
   5.150964424,      000033.343,05.4502041,  11.751609,  00019.448
 0057.91027,53.65458, 00089.864,32.47348442,  000079.528
   46.9010558,11.897521,00035.6087,     00024.403,20.7942282
      083.6605474,  0058.316, 085.5078497,    000068.6175, 68.75570617
  00000072.536,    065.782282,   0000076.5231,   00002.131869, 094.85758214
    000066.854,     064.14778264,0098.147, 0000075.036,  029.6859672
     0075.27735,  000076.56921,      14.9789993,      4.144309435,0005.51321
   013.7146498, 00000095.845,   0000028.5636,    61.9383487,      089.04529226
 34.31007271,   0095.6027021,    0071.742935, 034.9424,      0000028.643
   34.98501754,      045.47548,      0018.2838412,   00034.6045,    79.784904
      075.5303,     0017.177643,   0064.240065,      0092.8795414,    52.888232
  0000094.2413, 000083.4678,     000044.8578,      030.9192,   61.5120671
   012.91641,    58.65149118, 045.14193,      066.2136041,      0012.4353
      00082.888,77.894802,    00053.56064,     51.8705334, 7.61601289
  042.344309,  000072.65798,   19.895654,    041.7928965,     98.35384
00049.668,      00000058.844,   74.98301206,     12.089564,00084.799
 77.9054982, 029.76038,  00000096.155,  000041.189, 014.547234
 28.2427703,      00000031.306,11.7938139,   000076.8386,      000086.998
      45.14759661,   58.491009,  00062.04201, 6.81839993,     47.35354068
      045.6005263,   62.6684964,00031.17,   12.92553055,  62.336207
0014.5268079, 09.358872,      69.2254592,     64.45662534, 23.9315261
     000075.94145,   7.60238114,31.9626615,      0048.766,   61.4618249
      0096.626,    7.433739733, 00040.342,   00011.723, 038.656483
  048.1583,   005.5573543,     98.674518,    75.29419993,   000011.73547
00099.65,   0022.5538, 0000036.7523,   0086.1592,     089.24324261
000049.8314,00020.030253,   60.665805,     00055.341, 00058.615
      00047.57134,000011.4555,     00022.9468,0078.03902,     090.9302565
  0000045.955,      024.6062,     84.79505872,    000.3099,  00075.8802
 56.488185,      00079.580613,  76.52781882,000042.26796,  04.68165
     73.41889445,000012.398, 00071.09616,     88.803143,    029.152623
     0027.0297, 00000051.096,    081.23285754,00028.7029,00002.98641
    51.7561669,      000053.16029,  072.38508231,  99.91066136,     0087.97045
   00006.4521,    72.26408504, 82.1341144,      006.63291,15.73307479
      0000060.62,   57.2775509,65.4138684,55.060182,   007.28571406
   095.18906, 00074.425,    00098.81892,0000095.327,    000000064.81
     0000057.1349,      00083.6911,     60.2371253,      52.506091, 0006.41812
     0083.904231,    056.961098,     00016.0229, 0088.5761,    069.18281525
 32.71719368,    000013.5168,      063.0429, 33.25077,    065.2758
     8.5670269,    33.8689136,     48.4650467, 0029.759654,     82.46508185
   0092.657795,      94.24966583, 94.594129,  000084.699,    91.7121267
    00090.632155,    033.815018,      59.340844, 67.24142985,     086.94502
62.901709, 0078.014972,    00036.188, 81.2946472,    6.224113133
   000097.2186,    44.56927198,    0096.549,      068.98392,     025.425997
 00002.9341,   00021.274315,  0000081.1922,00000050.546,  77.004596
59.265243,     34.03412044,      24.51593,064.7055,   021.1328991
